company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Rocket Lab,Structural Analysis Intern Summer 2027,Summer 2027,False,,Internship,,Structures & FEA,"Long Beach, CA",citizens-only,,,Siemens NX; CAD; FEA; CAM,2026-09-11T09:37:27-04:00,exact,2026-09-11T16:43:02Z,https://job-boards.greenhouse.io/rocketlab/jobs/7986690003
WSP,Mechanical Engineering (Thermal Generation) Intern - Summer 2027,Summer 2027,False,,Internship,,"Thermal, Fluids & Propulsion","Boise, ID, United States",unknown,,,,2026-09-11,date_only,2026-09-11T16:43:02Z,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/94815
WSP,Structural Engineering Intern- Summer 2027,Summer 2027,False,,Internship,,Structures & FEA,"Lawrenceville, NJ, United States",unknown,,,AutoCAD,2026-09-11,date_only,2026-09-11T21:09:25Z,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/95114
Emerson Electric,Test Engineering Intern,Not stated,True,,Internship,,Test & Validation,"Austin, TX, United States",no-sponsorship,8,,Python; LabVIEW,2026-09-11,date_only,2026-09-11T21:09:25Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010099
Emerson Electric,Systems Integration Intern,Summer 2027,False,,Internship,,Systems Engineering,"Round Rock, TX, United States",no-sponsorship,8,,,2026-09-11,date_only,2026-09-11T21:09:25Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010800
Emerson Electric,Hardware Design Engineer Intern,Summer 2027,False,,Internship,,Mechanical Design,"Round Rock, TX, United States",unknown,8,,Python; C++; MATLAB; SolidWorks; Siemens NX; Creo; AutoCAD; CAD,2026-09-11,date_only,2026-09-11T21:09:25Z,https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010801
Aptiv,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Troy, MI - USA",unknown,251,,,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://aptiv.wd5.myworkdayjobs.com/aptiv_careers/job/Troy-MI---USA/Quality-Engineering-Intern_J000702994
Charter Manufacturing,Quality Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Charter Steel - Cleveland, OH",unknown,,,Tableau,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://chartermfg.wd5.myworkdayjobs.com/Charter_Careers/job/Charter-Steel---Cleveland-OH/Quality-Engineer-Intern--Summer-2027-_R08068
Graco,Manufacturing Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Erie, Pennsylvania, USA",no-sponsorship,,,AutoCAD; CAD; React,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Erie-Pennsylvania-USA/Manufacturing-Engineering-Intern_R0023592
Graco,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Erie, Pennsylvania, USA",no-sponsorship,,,SolidWorks; Creo; CAD; FEA,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Erie-Pennsylvania-USA/Mechanical-Engineering-Intern_R0023550
Graco,Manufacturing Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Sioux Falls, South Dakota, USA",no-sponsorship,,,SolidWorks; Creo; AutoCAD,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Sioux-Falls-South-Dakota-USA/Manufacturing-Engineering-Intern---Summer-2027_R0023643
Jabil,"Manufacturing Engineering Co-op - January 4, 2027-July 6, 2027",Summer 2027,False,,Co-op,,Manufacturing & Quality,"Elmira, NY",unknown,69,,SolidWorks; Creo; AutoCAD; CAD; GD&T; CNC,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://jabil.wd5.myworkdayjobs.com/Jabil_Careers/job/Elmira-NY/Manufacturing-Engineering-Co-op---January-4--2027-July-6--2027_J2464367
LabCorp,Intern - Quality Engineer - Oncology,Not stated,True,,Internship,,Manufacturing & Quality,Baltimore MD,no-sponsorship,,$17.75–$20/hr,,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://labcorp.wd1.myworkdayjobs.com/external/job/Baltimore-MD/Intern---Quality-Engineer_2630918
Momentive,Summer 2027- Polymers and New Product Development Production Engineer Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,US WV Friendly,unknown,44,,Six Sigma; Lean Manufacturing,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-WV-Friendly/Summer-2027--Polymers-and-New-Product-Development-Production-Engineer-Intern_R9799
Momentive,Summer 2027 Reliability Engineer Intern,Summer 2027,False,,Internship,,Test & Validation,US WV Friendly,unknown,44,,,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-WV-Friendly/Summer-2027-Reliability-Engineer-Intern_R9818-1
Moog,"Intern, Embedded Design Engineering",Fall 2026,False,,Internship,,Mechanical Design,"Blacksburg, VA",unknown,2,,,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Blacksburg-VA/Intern--Embedded-Design-Engineering_R-26-20053
Moog,"Intern, Mechanical Manufacturing Engineering",Not stated,True,,Internship,,Manufacturing & Quality,"Blacksburg, VA",unknown,2,,,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Blacksburg-VA/Intern--Mechanical-Manufacturing-Engineering_R-26-19925
Motorola,Product Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Chicago, IL",unknown,191,,Six Sigma,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Chicago-IL/Product-Quality-Engineering-Intern_R68669
Oshkosh,Mechanical Engineer Intern,Not stated,True,,Internship,,Mechanical Design,"Oshkosh, Wisconsin, United States",unknown,2,,CATIA; CAD,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://oshkoshcorporation.wd5.myworkdayjobs.com/Oshkosh/job/Oshkosh-Wisconsin-United-States/Mechanical-Engineer-Intern_R50286
Philips,"Co-op-Industrial Engineering-Reedsville, PA-(January to June 2027)",Summer 2027,False,,Co-op,,Manufacturing & Quality,"Reedsville, Pennsylvania, United States",unknown,,,Six Sigma; Lean Manufacturing,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Reedsville-Pennsylvania-United-States/Co-op-Industrial-Engineering-Reedsville--PA--January-to-June-2027-_591145
Saab,Mechanical Engineer Co-Op (Summer 2027),Summer 2027,False,,Co-op,,Mechanical Design,"East Syracuse, NY (Aspen Park)",citizens-only,,$20.27–$22.3/hr,SolidWorks,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/East-Syracuse-NY-Aspen-Park/Mechanical-Engineer-Co-Op--Summer-2027-_R-03261-1
Thermo Fisher Scientific,Metrology Engineering Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Rochester, New York, USA",no-sponsorship,368,,,2026-09-11T00:00:00Z,date_only,2026-09-11T21:09:25Z,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Rochester-New-York-USA/Metrology-Engineering-Co-op_R-01368188
The Toro Company,Mechanical Design Engineering Intern - The Toro Company,Summer 2027,False,,Internship,,Mechanical Design,"Bloomington, MN",no-sponsorship,2,,Creo; CAD; FEA; CFD; Windchill,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Bloomington-MN/Mechanical-Design-Engineering-Intern---The-Toro-Company_JR17094
The Toro Company,Mechanical Design Engineering Intern - The Toro Company,Summer 2027,False,,Internship,,Mechanical Design,"Bloomington, MN",no-sponsorship,2,,Creo; CAD; FEA; CFD; Windchill; CNC,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Bloomington-MN/Mechanical-Design-Engineering-Intern---The-Toro-Company_JR17151
The Toro Company,Mechanical Engineering Intern - The Toro Company,Summer 2027,False,,Internship,,Mechanical Design,"Bloomington, MN",no-sponsorship,2,,SolidWorks; Creo; AutoCAD; GD&T,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Bloomington-MN/Mechanical-Engineering-Intern---The-Toro-Company_JR17141
The Toro Company,Mechanical Engineering Intern - Value Engineering (VAVE) - The Toro Company,Summer 2027,False,,Internship,,Mechanical Design,"Bloomington, MN",no-sponsorship,2,,GD&T,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Bloomington-MN/Mechanical-Engineering-Intern---Value-Engineering--VAVE----The-Toro-Company_JR17204
The Toro Company,Robotics Engineering Intern - The Toro Company,Summer 2027,False,,Internship,,Controls & Mechatronics,"Bloomington, MN",no-sponsorship,2,,Python; C++,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Bloomington-MN/Robotics-Engineering-Intern---The-Toro-Company_JR17194
Vermeer,Design Engineer Intern,Not stated,True,,Internship,,Mechanical Design,"Piedmont, South Carolina, USA",unknown,,,SolidWorks; FEA,2026-09-11T00:00:00Z,date_only,2026-09-11T16:43:02Z,https://vermeer.wd5.myworkdayjobs.com/externalcareersite/job/Piedmont-South-Carolina-USA/Design-Engineer-Intern_REQ-22255
Allegion,Summer Intern - Advanced Manufacturing Engineering,Not stated,True,,Internship,,Manufacturing & Quality,"Carmel, IN",unknown,,,Lean Manufacturing,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Carmel-IN/Summer-Intern---Advanced-Manufacturing-Engineering_JR37418-1
Allegion,Summer Intern - Advanced Manufacturing Engineering,Not stated,True,,Internship,,Manufacturing & Quality,"Carmel, IN",unknown,,,Lean Manufacturing,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Carmel-IN/Summer-Intern---Advanced-Manufacturing-Engineering_JR37416-1
Blue Origin,Summer 2027 Marine Mechanical & Test Engineering Internship - Undergraduate,Summer 2027,False,,Internship,,Test & Validation,"Space Coast, FL",citizens-only,,,,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Space-Coast-FL/Summer-2027-Marine-Mechanical---Test-Engineering-Internship---Undergraduate_R72238
Lightmatter,Silicon Packaging Engineer - Intern & New Grad,Not stated,True,,Internship,,Mechanical Design,"Mountain View, CA",unknown,4,,Python; MATLAB; SolidWorks; GD&T; ANSYS; FEA; CFD; Tolerance Analysis,2026-09-11T19:37:05-04:00,exact,2026-09-12T04:49:32Z,https://boards.greenhouse.io/lightmatter/jobs/5422712008?gh_jid=5422712008
Stanley Black & Decker,"Manufacturing Internship - 1st shift, $15.00hr",Not stated,True,,Internship,,Manufacturing & Quality,"Mission, TX, United States",unknown,124,,SolidWorks; AutoCAD,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://sbdinc.wd1.myworkdayjobs.com/Stanley_Black_Decker_Career_Site/job/Mission-TX-United-States/Manufacturing-Internship_REQ-1000052318-1
Thermo Fisher Scientific,Industrial Engineering Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Rochester, New York, USA",unknown,368,,,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Rochester-New-York-USA/Industrial-Engineering-Co-op_R-01366625
Thermo Fisher Scientific,Mechanical Engineering Co-op,Not stated,True,,Co-op,,Mechanical Design,"Rochester, New York, USA",unknown,368,,,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Rochester-New-York-USA/Mechanical-Engineering-Co-op_R-01366623
Thermo Fisher Scientific,Packaging Engineering Co-op,Not stated,True,,Co-op,,Mechanical Design,"Rochester, New York, USA",unknown,368,,SolidWorks,2026-09-11T00:00:00Z,date_only,2026-09-12T04:49:32Z,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Rochester-New-York-USA/Packaging-Engineering-Co-op_R-01366624
WSP,Mechanical Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"York, PA, United States",unknown,,,,2026-09-11,date_only,2026-09-12T04:49:32Z,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/94965
WSP,Mechanical Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Hamilton, NJ, United States",unknown,,,,2026-09-11,date_only,2026-09-12T04:49:32Z,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/94976
WSP,Controls Engineering Intern – Summer 2027,Summer 2027,False,,Internship,,Controls & Mechatronics,"Milwaukee, WI, United States",unknown,,,,2026-09-11,date_only,2026-09-12T04:49:32Z,https://emit.fa.ca3.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/94708
Bedrock Robotics,Internship 2027 Validation & Verification Test Engineer,Summer 2027,False,,Internship,,Test & Validation,"San Francisco, CA",unknown,,,Python,2026-09-10T21:13:06.999+00:00,exact,2026-09-11T04:56:50Z,https://jobs.ashbyhq.com/bedrock-robotics/c396dedc-06ec-4a23-8408-0194e360f30e
National Information Solutions Cooperative (NISC),Intern - Quality Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Lake St. Louis, MO or Mandan, ND",unknown,,,,2026-09-10T13:33:19-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/nisc/jobs/8191319
Rocket Lab,Propulsion Intern Summer 2027,Summer 2027,False,,Internship,,"Thermal, Fluids & Propulsion","Long Beach, CA",citizens-only,,,Python; Siemens NX; ANSYS,2026-09-10T15:06:22-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/rocketlab/jobs/7986792003
Rocket Lab,Propulsion Design Intern Summer 2027,Summer 2027,False,,Internship,,"Thermal, Fluids & Propulsion","Long Beach, CA",citizens-only,,,Python; Siemens NX; CAD; ANSYS; CAM,2026-09-10T15:05:50-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/rocketlab/jobs/7986816003
Rocket Lab,Test Engineering Intern - Avionics Summer 2027,Summer 2027,False,,Internship,,Test & Validation,"Long Beach, CA",citizens-only,,,Python; JavaScript,2026-09-10T15:06:37-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/rocketlab/jobs/7987159003
National Information Solutions Cooperative (NISC),Intern - Quality Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Lake St. Louis, MO",unknown,,,,2026-09-10T13:33:21-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/testnisc/jobs/8191814
National Information Solutions Cooperative (NISC),Intern - Quality Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Mandan, ND",unknown,,,,2026-09-10T13:33:22-04:00,exact,2026-09-10T21:02:53Z,https://job-boards.greenhouse.io/testnisc/jobs/8191819
VAST,Emerging Talent - Mechanical/Aerospace Engineering Internship,Not stated,True,,Internship,,Mechanical Design,"Long Beach, California, United States",citizens-only,,,SolidWorks; CATIA; CAD,2026-09-10T14:53:47-04:00,exact,2026-09-10T21:02:53Z,https://boards.greenhouse.io/vast/jobs/4711400006?gh_jid=4711400006
VAST,Emerging Talent - Manufacturing Engineering Internship,Not stated,True,,Internship,,Manufacturing & Quality,"Long Beach, California, United States",citizens-only,,,SolidWorks; CATIA; CAD,2026-09-10T15:11:36-04:00,exact,2026-09-10T21:02:53Z,https://boards.greenhouse.io/vast/jobs/4711403006?gh_jid=4711403006
Cleveland-Cliffs,Manufacturing Planning Intern,Not stated,True,,Internship,,Manufacturing & Quality,Indiana Harbor,unknown,11,,SQL,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://aksteel.wd1.myworkdayjobs.com/careers/job/Indiana-Harbor/Manufacturing-Planning-Intern_R13519
Cleveland-Cliffs,Material Science/Metallurgical Engineering Intern,Not stated,True,,Internship,,Materials Engineering,Indiana Harbor,unknown,11,,,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://aksteel.wd1.myworkdayjobs.com/careers/job/Indiana-Harbor/Material-Science-Metallurgical-Engineering-Intern_R13438
Cleveland-Cliffs,Process Control Engineering Intern,Not stated,True,,Internship,,Controls & Mechatronics,Indiana Harbor,unknown,11,,,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://aksteel.wd1.myworkdayjobs.com/careers/job/Indiana-Harbor/Process-Control-Engineering-Intern_R13477
Cleveland-Cliffs,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,Indiana Harbor,unknown,11,,,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://aksteel.wd1.myworkdayjobs.com/careers/job/Indiana-Harbor/Quality-Engineering-Intern_R13510
Allegion,Summer Intern - Manufacturing Process Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Colorado Springs, CO",unknown,,,Creo,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Colorado-Springs-CO/Summer-Intern---Manufacturing-Process-Engineer_JR37469-1
Allegion,Summer Intern - Product Assurance Test Engineer,Not stated,True,,Internship,,Test & Validation,"Colorado Springs, CO",unknown,,$25–$26/hr,,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Colorado-Springs-CO/Summer-Intern---Product-Assurance-Test-Engineer_JR37380-1
Allegion,Summer Intern - Quality Engineer,Not stated,True,,Internship,,Manufacturing & Quality,"Princeton, IL",unknown,,,,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Princeton-IL/Quality-Engineer-Intern_JR37402-1
Avav,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Pottstown, PA",citizens-only,,,SolidWorks; CAD; GD&T; ANSYS,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://avav.wd1.myworkdayjobs.com/avav/job/Pottstown-PA/Mechanical-Engineering-Intern_8627
Avav,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Simi Valley, CA",citizens-only,,,SolidWorks; CAD; GD&T; ANSYS,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://avav.wd1.myworkdayjobs.com/avav/job/Simi-Valley-CA/Mechanical-Engineering-Intern_8591
Avav,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Simi Valley, CA",citizens-only,,,SolidWorks,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://avav.wd1.myworkdayjobs.com/avav/job/Simi-Valley-CA/Quality-Engineering-Intern_8586
CAE,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Arlington, TX",citizens-only,,,SolidWorks; Creo; CAD; GD&T,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://cae.wd3.myworkdayjobs.com/career/job/Arlington-TX/Mechanical-Engineering-Intern_123573
Graco,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Dayton, Minnesota, USA",no-sponsorship,,,SolidWorks; Creo; CAD; FEA,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Mechanical-Engineering-Intern_R0023554
Graco,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Dayton, Minnesota, USA",no-sponsorship,,,SolidWorks; Creo; CAD; FEA,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Dayton-Minnesota-USA/Mechanical-Engineering-Intern_R0023603
Graco,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Flagstaff, Arizona, USA",no-sponsorship,,,SolidWorks; Creo; CAD; FEA,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Flagstaff-Arizona-USA/Mechanical-Engineering-Intern_R0023604
Graco,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Rogers, Minnesota, USA (David Koch Center)",no-sponsorship,,,SolidWorks; Creo; CAD; FEA,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://graco.wd501.myworkdayjobs.com/Graco_Careers/job/Rogers-Minnesota-USA-David-Koch-Center/Mechanical-Engineering-Intern_R0023509
Insulet Corporation,"Co-op, Manufacturing Engineering: January - June 2027 (Onsite)",Summer 2027,False,,Co-op,,Manufacturing & Quality,"Acton, Massachusetts",unknown,46,,SolidWorks; Creo; CAD,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Manufacturing-Engineering--January---June-2027--Onsite-_REQ-2026-18078
Insulet Corporation,"Co-op, Manufacturing Graduate: January - June 2027 (Onsite)",Summer 2027,False,,Co-op,,Manufacturing & Quality,"Acton, Massachusetts",unknown,46,,SolidWorks; Creo; CAD,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Manufacturing-Graduate--January---June-2027--Onsite-_REQ-2026-18086
Insulet Corporation,"Co-op, Mechanical Lifecycle: January - June 2027 (Onsite)",Summer 2027,False,,Co-op,,Mechanical Design,"Acton, Massachusetts",unknown,46,,CAD; Six Sigma; Lean Manufacturing,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Mechanical-Lifecycle--January---June-2027--Onsite-_REQ-2026-18155
Insulet Corporation,"Co-op, R&D Manufacturing: January-June 2027 (Onsite)",Summer 2027,False,,Co-op,,Manufacturing & Quality,"Acton, Massachusetts",unknown,46,,SolidWorks; Creo; CAD,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--R-D-Manufacturing--January-June-2027--Onsite-_REQ-2026-18069
Insulet Corporation,"Co-op, Supplier Development Engineering - Mechanical: January-June 2027 (Onsite)",Summer 2027,False,,Co-op,,Mechanical Design,"Acton, Massachusetts",unknown,46,,CAD; Six Sigma; Lean Manufacturing,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://insulet.wd5.myworkdayjobs.com/insuletcareers/job/Acton-Massachusetts/Co-op--Supplier-Development-Engineering---Mechanical--January-June-2027--Onsite-_REQ-2026-18209
Niagara Bottling,Manufacturing Internship - Plainfield,Not stated,True,,Internship,,Manufacturing & Quality,"Plainfield - Plainfield, IN",unknown,104,,,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://niagarawater.wd5.myworkdayjobs.com/niagara/job/Plainfield---Plainfield-IN/Manufacturing-Internship---Plainfield_R56553
Nordson,Quality Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,USA - Connecticut - Norwich,unknown,,,,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://nordsonhcm.wd501.myworkdayjobs.com/nordsoncareers/job/USA---Connecticut---Norwich/Quality-Engineering-Intern_REQ52854
nVent,Mechanical Engineering Co-Op,Not stated,True,,Co-op,,Mechanical Design,"Blue Ash, OH, US",unknown,6,,MATLAB; Abaqus; FEA; CNC; Six Sigma; Lean Manufacturing,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://nvent.wd5.myworkdayjobs.com/nVent/job/Blue-Ash-OH-US/Mechanical-Engineering-Co-Op_R23566
nVent,Mechanical Engineering Co-Op (June - December 2027),Summer 2027,False,,Co-op,,Mechanical Design,"Solon, OH, US",unknown,6,,MATLAB; Abaqus; FEA; CNC; Six Sigma; Lean Manufacturing,2026-09-10T00:00:00Z,date_only,2026-09-10T21:02:53Z,https://nvent.wd5.myworkdayjobs.com/nVent/job/Solon-OH-US/Mechanical-Engineering-Co-Op--June---December-2027-_R23539
Polar Semiconductor,Industrial Engineering Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Bloomington, MN, USA",unknown,,$25.5–$32.2/hr,Python; SQL,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://polarsemi.wd501.myworkdayjobs.com/Polar/job/Bloomington-MN-USA/Industrial-Engineering-Intern_R3772
Polar Semiconductor,Manufacturing Planning Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Bloomington, MN, USA",unknown,,$25.5–$32.2/hr,Python; SQL,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://polarsemi.wd501.myworkdayjobs.com/Polar/job/Bloomington-MN-USA/Manufacturing-Planning-Intern_R3785
Polar Semiconductor,OT Automation Engineer Intern,Not stated,True,,Internship,,Controls & Mechatronics,"Bloomington, MN, USA",unknown,,$25.5–$32.2/hr,C#; .NET,2026-09-10T00:00:00Z,date_only,2026-09-10T16:38:30Z,https://polarsemi.wd501.myworkdayjobs.com/Polar/job/Bloomington-MN-USA/OT-Automation-Engineer-Intern_R3786
The Toro Company,Design Engineering Intern - Exmark,Summer 2027,False,,Internship,,Mechanical Design,"Beatrice, NE",no-sponsorship,2,$22–$33/hr,Creo; CAD; FEA,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Beatrice-NE/Design-Engineering-Intern---Exmark_JR17085
The Toro Company,Test Engineer Intern - Exmark,Summer 2027,False,,Internship,,Test & Validation,"Beatrice, NE",no-sponsorship,2,$22–$33/hr,Creo; CAD; LabVIEW,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Beatrice-NE/Test-Engineer-Intern---Exmark_JR17050
The Toro Company,Robotics System Test Intern - The Toro Company,Summer 2027,False,,Internship,,Test & Validation,"Frederick, CO",no-sponsorship,2,,,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Frederick-CO/Robotics-System-Test-Intern---The-Toro-Company_JR17004
The Toro Company,Mechanical Engineering Intern - Ditch Witch,Summer 2027,False,,Internship,,Mechanical Design,"Perry, OK",no-sponsorship,2,,SolidWorks; Creo; AutoCAD,2026-09-10T00:00:00Z,date_only,2026-09-11T04:56:50Z,https://ttc.wd1.myworkdayjobs.com/Toro_External_Careers/job/Perry-OK/Mechanical-Engineering-Intern---Ditch-Witch_JR17098
